review,sentiment,clean_review,sentiment_label
JELEKKKKK PUTUSS SEMUA TALINYA,Negative,jelekkkkk putuss semua talinya,0
patah kaitannya gak bsa dipake deh,Negative,patah kaitannya gak bsa dipake deh,0
"Bahannya tipis dan ukuran XL nya kekecilan, terlalu sempit utk dipakai",Negative,bahannya tipis dan ukuran xl nya kekecilan terlalu sempit utk dipakai,0
"bukunya original, bagus tidak ada cacat. Sayangnya saja respon dari penjual lama sekali, bahkan tdk di respon.",Negative,bukunya original bagus tidak ada cacat sayangnya saja respon dari penjual lama sekali bahkan tdk di respon,0
"Barang Ori, bagus, masih segel, sejauh ini berfungsi dengan baik",Positive,barang ori bagus masih segel sejauh ini berfungsi dengan baik,1
"MANA BARANGNYA??!SY ORDER 3 MACAM N BAYAR 76RB, KOK YG DTG CUMA 1 PAKET PROMO HARGA 15RB AZA?! JUALAN SAMBIL NIPU YAH?! PDHL KALIAN OFFICIAL STORE LOH!! TOPED GIMANA NIH PERTANGGUNGJAWABANNYA?! KAPOK SY KALO GINI CARANYA!! BALIKIN UANG SY 60RB!!",Negative,mana barangnya sy order macam n bayar rb kok yg dtg cuma paket promo harga rb aza jualan sambil nipu yah pdhl kalian official store loh toped gimana nih pertanggungjawabannya kapok sy kalo gini caranya balikin uang sy rb,0
"Barang sesuai, build qualitynya cukup oke, respon seller jg cepat, overall selalu puas belanja disini. Thx",Positive,barang sesuai build qualitynya cukup oke respon seller jg cepat overall selalu puas belanja disini thx,1
"paking rapih banget sama berlapis2 ??. pengiriman cepat,barang pas 40pcs. mantulllllllllllll langganan ini mah. nanti malem takbiran pesen lagi ??.",Positive,paking rapih banget sama berlapis pengiriman cepat barang pas pcs mantulllllllllllll langganan ini mah nanti malem takbiran pesen lagi,1
kualitas kurang,Negative,kualitas kurang,0
"No Recomend, order yg mana di kirim mana....mengecewakan",Negative,no recomend order yg mana di kirim mana mengecewakan,0
"seller ramah & responsif, order+bayar langsung dikirim, pengiriman 1 hari sampai, kain bagus, green screen berfungsi sangat baik, terima kasih",Positive,seller ramah responsif order bayar langsung dikirim pengiriman hari sampai kain bagus green screen berfungsi sangat baik terima kasih,1
Efektif menyaring kotoran. manteb lah. jadi. jernih banget ini air,Positive,efektif menyaring kotoran manteb lah jadi jernih banget ini air,1
bahannya kelihatan murah,Negative,bahannya kelihatan murah,0
Kualitas Produk Bagus.,Positive,kualitas produk bagus,1
barang saya terima dgn baik dan benar dan tepat waktu,Positive,barang saya terima dgn baik dan benar dan tepat waktu,1
Buruk sepatu bukan kulit Kelebihan ongkir tidak kembali,Negative,buruk sepatu bukan kulit kelebihan ongkir tidak kembali,0
"celemeknya tebal dan warna sesuai pesanan. packingnya tebal berlapis-lapis, barang sampai tanpa rusak/basah. Di toko ini juga banyak variasi celemeknya, jadi bisa memilih sesuai kebutuhan. sukses selalu untuk seller.",Positive,celemeknya tebal dan warna sesuai pesanan packingnya tebal berlapis lapis barang sampai tanpa rusak basah di toko ini juga banyak variasi celemeknya jadi bisa memilih sesuai kebutuhan sukses selalu untuk seller,1
isi tidak penuh dan tidak ada wangi nya. segel hanya pakai solatip seadanya,Negative,isi tidak penuh dan tidak ada wangi nya segel hanya pakai solatip seadanya,0
kurang puas,Negative,kurang puas,0
Alat mudah digunakan Barang sesuai deskripsi Packaging aman dan bagus pokoknya rekomend,Positive,alat mudah digunakan barang sesuai deskripsi packaging aman dan bagus pokoknya rekomend,1
Penjual tidak membaca catatan yang diberikan pembeli,Negative,penjual tidak membaca catatan yang diberikan pembeli,0
"Produk sesuai deskripsi, packing aman terlindung, pengiriman cepat, toko/ penjual responsif, alat sudah dicoba dan berfungsi, sangat direkomendasikan.",Positive,produk sesuai deskripsi packing aman terlindung pengiriman cepat toko penjual responsif alat sudah dicoba dan berfungsi sangat direkomendasikan,1
"ini mah bukan pvc,bahanny tipis banget pu jg tipis tapi ga setipis ini, bikin rugi w aja dicutting melenceng mulu ,mending mesin w xiomi ini graphtec yg puluhan juta bener  kage beres nih toko sampah",Negative,ini mah bukan pvc bahanny tipis banget pu jg tipis tapi ga setipis ini bikin rugi w aja dicutting melenceng mulu mending mesin w xiomi ini graphtec yg puluhan juta bener kage beres nih toko sampah,0
semoga bisa ditingkatkan lagi QCnya. packing baik dengan bubblewrap jadi tidak mungkin patah dari pengiriman. sayang saya tidak ada video unboxing karena sebelumnya pernah beli dan sangat aman. mungkin saat jepit waktu packing posisinya tidak pas jadi ujungnya gompal.,Negative,semoga bisa ditingkatkan lagi qcnya packing baik dengan bubblewrap jadi tidak mungkin patah dari pengiriman sayang saya tidak ada video unboxing karena sebelumnya pernah beli dan sangat aman mungkin saat jepit waktu packing posisinya tidak pas jadi ujungnya gompal,0
lampu indikator tdk bekerja.......,Negative,lampu indikator tdk bekerja,0
"powerbank nya tidak bisa berfungsi.. baterai full charge tapi sewaktu disambungkan ke handphone, handphone tidak tercharge..",Negative,powerbank nya tidak bisa berfungsi baterai full charge tapi sewaktu disambungkan ke handphone handphone tidak tercharge,0
pengiriman pertama sudah expired. barang diganti baru tp expired nya terlalu mepet (jarak 3 bulan ke tanggal expired). seharusnya dicek dulu sebelum dikirim ke pembeli.,Negative,pengiriman pertama sudah expired barang diganti baru tp expired nya terlalu mepet jarak bulan ke tanggal expired seharusnya dicek dulu sebelum dikirim ke pembeli,0
banyak masker yg jahitan/lemnya lepas,Negative,banyak masker yg jahitan lemnya lepas,0
"BARANG RUSAK, TIDAK BISA ADI CHARGE . SEHINGA TIDAK BISA DIPAKAI. RESPON PENJUAL SANGAT LAMBAT !!. SAYA KECEWA SBGI PEMBELI !",Negative,barang rusak tidak bisa adi charge sehinga tidak bisa dipakai respon penjual sangat lambat saya kecewa sbgi pembeli,0
pertama kali pesan wood pallet respon seller gercep lsg sampe dirmh ... awesome ?? next aku pesan lg ... Terimakasih kak ... recommended seller ????,Positive,pertama kali pesan wood pallet respon seller gercep lsg sampe dirmh awesome next aku pesan lg terimakasih kak recommended seller,1
Barang datang dan berfungsi dengan baik dan terlihat bagus kali ada lampu birunya.,Positive,barang datang dan berfungsi dengan baik dan terlihat bagus kali ada lampu birunya,1
jujur kecewa karena yg di kirim bukam Choco Brown tapi yg di kirim malah Sunny Gold,Negative,jujur kecewa karena yg di kirim bukam choco brown tapi yg di kirim malah sunny gold,0
"mantap.. barang sudah sampai, dgn harga yg sangat ekonomis tapi kualitas barang tdk ekonomis. recommended seller nih..",Positive,mantap barang sudah sampai dgn harga yg sangat ekonomis tapi kualitas barang tdk ekonomis recommended seller nih,1
Barang yg dikirim tidak sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb untuk ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir dan bayar ongkir lagi yg semuanya bukan krn salah customer tapi seller yg ceroboh mengirim.barang tp customer yg kena ongkir retur dan effort tuk ke kurir ditengah pandemi,Negative,barang yg dikirim tidak sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb untuk ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir dan bayar ongkir lagi yg semuanya bukan krn salah customer tapi seller yg ceroboh mengirim barang tp customer yg kena ongkir retur dan effort tuk ke kurir ditengah pandemi,0
"deskripsi produk tdk jelas, usb tdk cocok di hp samsung",Negative,deskripsi produk tdk jelas usb tdk cocok di hp samsung,0
Jahitan rapi. Warnanya cantik ??,Positive,jahitan rapi warnanya cantik,1
Pelayanan ADMIN sangat parah no respon,Negative,pelayanan admin sangat parah no respon,0
Tidak sesuai dengan kualitasnya dan panjangnya di gambar,Negative,tidak sesuai dengan kualitasnya dan panjangnya di gambar,0
super bintang 5 buat store ini .. bahkan libur barang dikirim sangat recommended,Positive,super bintang buat store ini bahkan libur barang dikirim sangat recommended,1
"salah kirim barang dan sudah dibantu bisa retur, namun setelah retur ternyata barang yg dikirim rusak (retak isi dalam eye shadow) nya, ini menunggu utk retur kembali. semoga dapat dibantu utk bisa retur kembali",Negative,salah kirim barang dan sudah dibantu bisa retur namun setelah retur ternyata barang yg dikirim rusak retak isi dalam eye shadow nya ini menunggu utk retur kembali semoga dapat dibantu utk bisa retur kembali,0
"beli pertama warna biru, packing hanya plastik hitam. kurir instant datang2 lemas, katanya paket sempat jatuh dan terseret sedikit, plastik dan bantal sobek. kurir beratnggung jawab dan pesankan lagi warna hitam pakai toko online lain. hari ini tiba sama aja cuma dimasukkan plastik kresek padahal bukan instant dan setelah dibuka ada sobek pada sarung bantalnya. boleh sedikit usaha bungkus agak tebalan lah, pakai bubble wrap murah kok. kalau yang pertama pakai bubble wrap pasti ngga akan sobek plastik dan sarung bantalnya. barang lumayan karena pelit packing ya beginilah.",Negative,beli pertama warna biru packing hanya plastik hitam kurir instant datang lemas katanya paket sempat jatuh dan terseret sedikit plastik dan bantal sobek kurir beratnggung jawab dan pesankan lagi warna hitam pakai toko online lain hari ini tiba sama aja cuma dimasukkan plastik kresek padahal bukan instant dan setelah dibuka ada sobek pada sarung bantalnya boleh sedikit usaha bungkus agak tebalan lah pakai bubble wrap murah kok kalau yang pertama pakai bubble wrap pasti ngga akan sobek plastik dan sarung bantalnya barang lumayan karena pelit packing ya beginilah,0
"Sesuai pesanan, cepat proses kirim sdh sampai lgsg dipasang,Thanks seller",Positive,sesuai pesanan cepat proses kirim sdh sampai lgsg dipasang thanks seller,1
"Pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru� jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro� di bales , di read saja tidak",Negative,pengiriman tidak sesuai jadwal pengiriman sangat lama tidak di proses proses di anjurkan sangat kalau buru jgn beli di toko ini pelayanan buruk hanya cepat membalas chat saat mau beli klau sudah beli boro di bales di read saja tidak,0
jumlah barang yang dipesan dan barang yang sampai tidak sesuai,Negative,jumlah barang yang dipesan dan barang yang sampai tidak sesuai,0
sudah sampai tapi tutupnya pecah ????,Negative,sudah sampai tapi tutupnya pecah,0
"saya sungguh kecewa dg membeli masker produk ini, krn isinya yh seharusnya 1 dos 20 pieces, ternyata ada 5 pieces masker tdk ada talinya shg tdk bisa digunakan sebagaimana mestinya, mohon perhatiannya, tks",Negative,saya sungguh kecewa dg membeli masker produk ini krn isinya yh seharusnya dos pieces ternyata ada pieces masker tdk ada talinya shg tdk bisa digunakan sebagaimana mestinya mohon perhatiannya tks,0
"Pecah, packing kurang aman",Negative,pecah packing kurang aman,0
"Percuma jg kasih buble warp dikasih brg reject pabrik, ga bs kasih pot.pula Rese",Negative,percuma jg kasih buble warp dikasih brg reject pabrik ga bs kasih pot pula rese,0
"terima kasih paket sdh diterima dengan baik, terima kasih juga diberi voucer,",Positive,terima kasih paket sdh diterima dengan baik terima kasih juga diberi voucer,1
Kayak *** pelayanannya,Negative,kayak pelayanannya,0
"thankyou, sesuai pesanan, pengemasan jg cepat...",Positive,thankyou sesuai pesanan pengemasan jg cepat,1
pengiriman nya hampir 1 minggu. agak kecewa,Negative,pengiriman nya hampir minggu agak kecewa,0
"saya suka pelayanannya baik, pengirimannya cepat, packagingnya aman ada tulisan fragile handle with care, saya suka barangnya cuma ada saran sebaiknya bagian atas di box tidak ditekuk jadi kelihatan sedikit tidak bagus dan tidak rapi tp selain itu baik ??",Positive,saya suka pelayanannya baik pengirimannya cepat packagingnya aman ada tulisan fragile handle with care saya suka barangnya cuma ada saran sebaiknya bagian atas di box tidak ditekuk jadi kelihatan sedikit tidak bagus dan tidak rapi tp selain itu baik,1
"gak rekomendasi untuk beli disini, ada masalah tapi seller ga jawab pesan. tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab, tapi sampai pesanan otomatis selesai belum juga ada balasan. buat pelajaran aja buat yang lain, beli barang kaya gacha, kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker",Negative,gak rekomendasi untuk beli disini ada masalah tapi seller ga jawab pesan tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab tapi sampai pesanan otomatis selesai belum juga ada balasan buat pelajaran aja buat yang lain beli barang kaya gacha kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker,0
lucu bgt warnanya. recommended harga murah tapi ngga murahan. next bakal order lagi,Positive,lucu bgt warnanya recommended harga murah tapi ngga murahan next bakal order lagi,1
"Pesanan cepat diproses, packing rapi, sesuai pesanan. juragan mantab. ?????? selalu Repeat order kesini.",Positive,pesanan cepat diproses packing rapi sesuai pesanan juragan mantab selalu repeat order kesini,1
"tidak sebagus di gambar, kain tepi di neci aja bukan di jahit lipat, ya harga segitu",Negative,tidak sebagus di gambar kain tepi di neci aja bukan di jahit lipat ya harga segitu,0
"packing rapi, respon cepatt.",Positive,packing rapi respon cepatt,1
"Bukunya bagus, original tapi sayang dapet yang binding bagian bawahnya kurang bagus",Positive,bukunya bagus original tapi sayang dapet yang binding bagian bawahnya kurang bagus,1
Tidak pengaruh,Negative,tidak pengaruh,0
"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA NGADAIN PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI ACC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO GA NIAT BIKIN PROMO TOLONG GA USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE GA AKAN BELI DELI LAGI",Negative,barang tidak dikirim deli raja drama di ecom sini atupun oranye jangan lagi beli disini kalo mereka ngadain promo saat complain dan mau kekurangan barang dikirim pun tidak di acc alasan stok kosong jadi dana dikembalikan sesuai harga promo kalo ga niat bikin promo tolong ga usah bikin kalo nama deli jelek kan deli sendiri yang rugi bye ga akan beli deli lagi,0
"Packingnya BEST banget deh pokoknya aman. Kotak juga di double in, ada sterofoam didalam kotak jadi botol aman.",Positive,packingnya best banget deh pokoknya aman kotak juga di double in ada sterofoam didalam kotak jadi botol aman,1
Product kwalitas bagus..berfungsi dengan baik.,Positive,product kwalitas bagus berfungsi dengan baik,1
"pelayananya buruk, harus ditingkat lg",Negative,pelayananya buruk harus ditingkat lg,0
"Packing perbaiki ,buku datang sudah penyok",Negative,packing perbaiki buku datang sudah penyok,0
Pengiriman agak kurang cepat tidak sesuai dengan estimasi di toko tapi barangnya OK sesuai specs dan tidak mengecewakan,Positive,pengiriman agak kurang cepat tidak sesuai dengan estimasi di toko tapi barangnya ok sesuai specs dan tidak mengecewakan,1
"kecewa 0_1 th...anakku umur 5 bln GK muat, kain GK halus,GK melar, tipis kecewa pokoknya",Negative,kecewa th anakku umur bln gk muat kain gk halus gk melar tipis kecewa pokoknya,0
selangnya robek. tasnya jg robel di sudut,Negative,selangnya robek tasnya jg robel di sudut,0
"Respon seller ok banget, pisangnyaaa enakkk manis nagih",Positive,respon seller ok banget pisangnyaaa enakkk manis nagih,1
makasih.... penjual responsif... barang diterima dengan aman... semoga awet,Positive,makasih penjual responsif barang diterima dengan aman semoga awet,1
warna tidak sesuai dengan digambar,Negative,warna tidak sesuai dengan digambar,0
ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,Negative,ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,0
Proses cepat produk bagus finising mulus.. Cuma saran om di bagian pengelam agak fi tingkatkan ada beberan sisi yg kurang nempel soal nya. Sama lobang buat gantungan nya agak d besarkan om. Terima kasih,Negative,proses cepat produk bagus finising mulus cuma saran om di bagian pengelam agak fi tingkatkan ada beberan sisi yg kurang nempel soal nya sama lobang buat gantungan nya agak d besarkan om terima kasih,0
"Bahan panas, tipis, gatal kalau dipakai lebih dari 1jam",Negative,bahan panas tipis gatal kalau dipakai lebih dari jam,0
"Produk memang sesuai deskripsi penjual. Harga jg terjangkau. Pengiriman pun cepat. Tapi kualitas produknya berbeda dgn original/bawaan spt tingkat presisi antar bagian maupun finishing nya. Agak keras diputar2 utk setting. Bautnya pun yg panjang,padahal original nya yg panjang hanya utk kamera saja,sehingga menjadi pemberat di helm.",Negative,produk memang sesuai deskripsi penjual harga jg terjangkau pengiriman pun cepat tapi kualitas produknya berbeda dgn original bawaan spt tingkat presisi antar bagian maupun finishing nya agak keras diputar utk setting bautnya pun yg panjang padahal original nya yg panjang hanya utk kamera saja sehingga menjadi pemberat di helm,0
"amat sangat disayangkan, pelayanannya sangat buruk. Barang sdh seminggu lbh masih statusnya menunggu kurir pick up, pembungkusnya jg sangat tdk layak. pembalut wanita dibungkus dengan plastik transparan saja tanpa box? Sangat mengecewakan",Negative,amat sangat disayangkan pelayanannya sangat buruk barang sdh seminggu lbh masih statusnya menunggu kurir pick up pembungkusnya jg sangat tdk layak pembalut wanita dibungkus dengan plastik transparan saja tanpa box sangat mengecewakan,0
sampai dengan selamat,Positive,sampai dengan selamat,1
MENYESAL GUE BELANJA DI TEMPAT LOE CUY,Negative,menyesal gue belanja di tempat loe cuy,0
barangnya bagus. lucu. semoga ada versi besarnya. untuk anak kelas 1 SD gitu. hehehe,Positive,barangnya bagus lucu semoga ada versi besarnya untuk anak kelas sd gitu hehehe,1
"paket cepat sampai, bagus, danrapih, trimakasih kakak.Warnanya bagus ??. Ukuran sesuai. Jahitannya rapi.",Positive,paket cepat sampai bagus danrapih trimakasih kakak warnanya bagus ukuran sesuai jahitannya rapi,1
"packing kurang baik untuk silica gel, hanya dibungkus plastik dan plastiknya di hekter, sehingga udara bisa keluar masuk, mestinya di seal supaya kedap udar",Negative,packing kurang baik untuk silica gel hanya dibungkus plastik dan plastiknya di hekter sehingga udara bisa keluar masuk mestinya di seal supaya kedap udar,0
"Cuman bisa dipanjangin sebelah, sebelah yang nga bs dipanjangin sudah karatan, karet yg dikasih mudah lepas, nga dikasih kotak, kondisi barang seperti barang seken, nga dikasih baut sama karet kecil, kalau emg ada double check dari pihak speeds knp hal sepele untuk satu produk aja bs begini kejadiannya?",Negative,cuman bisa dipanjangin sebelah sebelah yang nga bs dipanjangin sudah karatan karet yg dikasih mudah lepas nga dikasih kotak kondisi barang seperti barang seken nga dikasih baut sama karet kecil kalau emg ada double check dari pihak speeds knp hal sepele untuk satu produk aja bs begini kejadiannya,0
Baru datang saya rakit Coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai Untung kulkas tidak jatuh,Negative,baru datang saya rakit coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai untung kulkas tidak jatuh,0
"selalu repurchase deh buat produk ini... selain untuk bulu mata, ini juga oke banget buat ngerapihin alis akuuu dan tentunya terlihat natural yaaa",Positive,selalu repurchase deh buat produk ini selain untuk bulu mata ini juga oke banget buat ngerapihin alis akuuu dan tentunya terlihat natural yaaa,1
"tidak sesuai harapan, barang sangat kecil jadi susah buat dimainin",Negative,tidak sesuai harapan barang sangat kecil jadi susah buat dimainin,0
Barang tidak sesuai yg diiklannkan. sdh di tukar yg baru tapi sama payahnya tidak peka dan tidak copartble untuk beberapa merk,Negative,barang tidak sesuai yg diiklannkan sdh di tukar yg baru tapi sama payahnya tidak peka dan tidak copartble untuk beberapa merk,0
"terima kasih, barangnya sudah sampai dgn selamat, produknya oke banget! packagingnya juga aman, recommended banget",Positive,terima kasih barangnya sudah sampai dgn selamat produknya oke banget packagingnya juga aman recommended banget,1
repeat order ke 4,Positive,repeat order ke,1
barangnya lumayan tp kecewa sama respon penjual yg tidak membantu dan makin kecewa dengan pihak ekspedisi barang ga dikirim2 smpai saya harus ambil sendiri,Negative,barangnya lumayan tp kecewa sama respon penjual yg tidak membantu dan makin kecewa dengan pihak ekspedisi barang ga dikirim smpai saya harus ambil sendiri,0
"sangat kecewa baru buka dari kotaknya sudah ada pegangan karet kepalanya patah, ke dua saya mau ngecas batrai pengecasannya konslet untung tidak terjadi kebakaran, sangat2 kecewa berbelanja di sini",Negative,sangat kecewa baru buka dari kotaknya sudah ada pegangan karet kepalanya patah ke dua saya mau ngecas batrai pengecasannya konslet untung tidak terjadi kebakaran sangat kecewa berbelanja di sini,0
"Rasanya tidak sesuai ekspektasi, bener� kecewa. Yang emak hanya VALRHONA CHOCOLATE, sisanya gak enak semua. INTINYA: KECEWA",Negative,rasanya tidak sesuai ekspektasi bener kecewa yang emak hanya valrhona chocolate sisanya gak enak semua intinya kecewa,0
"Saya sudah langganan beli Transpulmin Baby di toko ini (Menarini Health & Beauty) dan juga produk lainnya. Respon toko cepat dan Transpulmin Baby ini sangat cocok dgn kulit bayi. Cepat meredakan flu & batuk pada bayi. Menngunakan bahan alami, melembabkan kulit bayi, aman buat kulit bayi, tanpa bahan pengawet, dan tidak memicu alergi. Pokoknya mantul deh.. ??????",Positive,saya sudah langganan beli transpulmin baby di toko ini menarini health beauty dan juga produk lainnya respon toko cepat dan transpulmin baby ini sangat cocok dgn kulit bayi cepat meredakan flu batuk pada bayi menngunakan bahan alami melembabkan kulit bayi aman buat kulit bayi tanpa bahan pengawet dan tidak memicu alergi pokoknya mantul deh,1
"Barang ada yg tidak dikirim, penjual janji akan dikirim pada saat sy order berikutnya. Tetapi sampai order ke2 dateng tidak disertakan juga kekurangan barangnya. Penipu sellernya.",Negative,barang ada yg tidak dikirim penjual janji akan dikirim pada saat sy order berikutnya tetapi sampai order ke dateng tidak disertakan juga kekurangan barangnya penipu sellernya,0
"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. Yang saya terima dibeberapa bagian cat mengelupas. Hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. Repot saat mau ganti pakaian.",Negative,ikat pinggangnya sendiri sih baiklah yang masalah kepala ikat pinggangnya yang saya terima dibeberapa bagian cat mengelupas hal lain setelah dipake susah dilepas ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat repot saat mau ganti pakaian,0
"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai",Negative,salah beli gabisa dituker pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot tai,0
"ga ngerti konsepnya gimana, pas dibuka pensilnya langsung patah gini hadeh",Negative,ga ngerti konsepnya gimana pas dibuka pensilnya langsung patah gini hadeh,0
"Maaf baru kasih ulasan.. Buku nya bagus, berwarna, tulisan nya juga jelas, tapi ada di brapa halaman lem nya gx kuat ya, jadi pada copot lembaran nya.. seller, dan kurir oke",Positive,maaf baru kasih ulasan buku nya bagus berwarna tulisan nya juga jelas tapi ada di brapa halaman lem nya gx kuat ya jadi pada copot lembaran nya seller dan kurir oke,1
"bagus banget, pengiriman cepat, seller ramah, tooop",Positive,bagus banget pengiriman cepat seller ramah tooop,1
"barang sesuai gambar,mantul,cepat nyampe,puas banget",Positive,barang sesuai gambar mantul cepat nyampe puas banget,1
"pengiriman cepat, buku sampai dengan selamat, keadaan buku baik baik saja, buku tidak ada cacat dan kekurangan",Positive,pengiriman cepat buku sampai dengan selamat keadaan buku baik baik saja buku tidak ada cacat dan kekurangan,1
"Sangat tidak puas dengan pelayanannya, barang yang dikirim bukan yang saya pesan",Negative,sangat tidak puas dengan pelayanannya barang yang dikirim bukan yang saya pesan,0
Respon sangat lama sekali No recomended,Negative,respon sangat lama sekali no recomended,0
"Sesuai pic dan bisa disetting rebahannya sesuai kemauan kita, walaupun tdk otomatis krn harus agak didorong dan ndak ngunci�tp overall nyaman",Positive,sesuai pic dan bisa disetting rebahannya sesuai kemauan kita walaupun tdk otomatis krn harus agak didorong dan ndak ngunci tp overall nyaman,1
enaaaak.. bakal order lagi ??????,Positive,enaaaak bakal order lagi,1
Ga sesuai pesanan,Negative,ga sesuai pesanan,0
"Singletnya lucu, bahannya lumayan adem buat se hari2 aga tipis... Sampainya cepat, recomended tokonya",Positive,singletnya lucu bahannya lumayan adem buat se hari aga tipis sampainya cepat recomended tokonya,1
"Hadiah Tempat Minum Lipatnya Mana? Qoq Tidak Ada!!! ???????????????????????????????????????????????????? Memang Ada Tulisan: Selama Persediaan Masih Ada, Tapi Kalau Hadiahnya sudah tidak ada Jangan ditampilkan lagi! itu namanya Pembohongan. Sudah Harganya tidak sesuai!!! Hadiahnya tidak ada lagi!!!",Negative,hadiah tempat minum lipatnya mana qoq tidak ada memang ada tulisan selama persediaan masih ada tapi kalau hadiahnya sudah tidak ada jangan ditampilkan lagi itu namanya pembohongan sudah harganya tidak sesuai hadiahnya tidak ada lagi,0
Barang bagus packing rapih mantap. Biar bintang yang berbicara,Positive,barang bagus packing rapih mantap biar bintang yang berbicara,1
"Tipis bgt, jelek",Negative,tipis bgt jelek,0
"Cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 Yg dtg cuma 2, tp gift dpt 3 Brg uda mahal , di komplen pun gak bs",Negative,cukup sy yg di rugikan krn brg yg dtg sy tdk vidio in orderan sy ada yg dtg cuma tp gift dpt brg uda mahal di komplen pun gak bs,0
"Kertas nya jelek , tinta cetakan ada yang hampir tidak jelas di baca",Negative,kertas nya jelek tinta cetakan ada yang hampir tidak jelas di baca,0
lamaaaaaa bngt kirimnya,Negative,lamaaaaaa bngt kirimnya,0
barang sudah sampai sesui dengan pesana,Positive,barang sudah sampai sesui dengan pesana,1
barang tidak sesuai orderan,Negative,barang tidak sesuai orderan,0
Waktu sampe udah rusak,Negative,waktu sampe udah rusak,0
"cuma agak kecewa produk tidak sesuai deskripsi tertulis bahan aluminium, yg diterima bahan plastik semua, tertarik beli karena di deskripsi tertulis aluminium",Negative,cuma agak kecewa produk tidak sesuai deskripsi tertulis bahan aluminium yg diterima bahan plastik semua tertarik beli karena di deskripsi tertulis aluminium,0
penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim... jd kecewa bngt... ndak recomended sm penjual kyk gini... saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan... agar pelanggan merasa puas dan senang dengan pelayanan,Negative,penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim jd kecewa bngt ndak recomended sm penjual kyk gini saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan agar pelanggan merasa puas dan senang dengan pelayanan,0
"catatan: saya beli produk ini karna hadiahnya penting: hal yang perlu diperhatikan jika mengadakan hadiah/promo mesti transparan apakah hadiahnya atau tidak, apa lagi yang sangat disayangkan akun oficial store, dari pihak toko pedia juga mesti meninjau, apakah promosi ini transparan atau menjebak semoga tidak lagi yang kecewa seperti saya??",Negative,catatan saya beli produk ini karna hadiahnya penting hal yang perlu diperhatikan jika mengadakan hadiah promo mesti transparan apakah hadiahnya atau tidak apa lagi yang sangat disayangkan akun oficial store dari pihak toko pedia juga mesti meninjau apakah promosi ini transparan atau menjebak semoga tidak lagi yang kecewa seperti saya,0
Tidak menerawang. Jahitan rapi. Mudah dibentuk. Warnanya cantik ??. Nyaman dipakai.,Positive,tidak menerawang jahitan rapi mudah dibentuk warnanya cantik nyaman dipakai,1
Packing ok di dalem di kasih bubble wrap. Buku juga ok isinya gk ada yg cacat cuman syang pinggiran buku nya sedikit rusak. Overal cukup puas beli di sini. Tunggu orderan sya selanjutnya,Positive,packing ok di dalem di kasih bubble wrap buku juga ok isinya gk ada yg cacat cuman syang pinggiran buku nya sedikit rusak overal cukup puas beli di sini tunggu orderan sya selanjutnya,1
Barang sesuai deskripsi,Positive,barang sesuai deskripsi,1
bintang yang berbicara,Positive,bintang yang berbicara,1
oli ny palsu pantesan murah kecewa lah,Negative,oli ny palsu pantesan murah kecewa lah,0
"Barang tiba & sesuai pesanan, tinggal dipake masak deh.. Terima kasih ya..",Positive,barang tiba sesuai pesanan tinggal dipake masak deh terima kasih ya,1
Gampang dipakai. Tekstur empuk.,Positive,gampang dipakai tekstur empuk,1
