review,sentiment,emotion,clean_review,sentiment_label,emotion_label
Kuteknya bahannya gak bagus..,Negative,Sadness,kuteknya bahannya gak bagus,0,4
"kemasan rapih, aman, barang lengkap n harga terjangkau. seller n bang kurir jg ramah. mksh utk tokopedia",Positive,Happy,kemasan rapih aman barang lengkap n harga terjangkau seller n bang kurir jg ramah mksh utk tokopedia,1,2
"Super kecewa, botolnya pecah sampe bikin tangan luka, chat penjual katanya salah kurir, bikin komplain susah krn ga divideoin, kl liat packingnya cm pake bubble wrap tipis, wajar kl pecah krn di dlm kotak agak longgar krn cm ngandelin bubble wrap dikit aja. Kappk lah belanja disini lg. Terpaksa nyari toko lain ato merk lain utk kebutuhan vitamin",Negative,Sadness,super kecewa botolnya pecah sampe bikin tangan luka chat penjual katanya salah kurir bikin komplain susah krn ga divideoin kl liat packingnya cm pake bubble wrap tipis wajar kl pecah krn di dlm kotak agak longgar krn cm ngandelin bubble wrap dikit aja kappk lah belanja disini lg terpaksa nyari toko lain ato merk lain utk kebutuhan vitamin,0,4
model lumayan kren tapi kecewa di batre senternya hnya bertahan skitar 3 jam aja.,Negative,Sadness,model lumayan kren tapi kecewa di batre senternya hnya bertahan skitar jam aja,0,4
ga berfungsi kecewa bgt,Negative,Sadness,ga berfungsi kecewa bgt,0,4
"keripik tempe hancur n agak bau tengik, ga kemakan",Negative,Anger,keripik tempe hancur n agak bau tengik ga kemakan,0,0
sudah macet harus di ketok2 dulu baru nyala Mesin,Negative,Sadness,sudah macet harus di ketok dulu baru nyala mesin,0,4
sudah sampai dan lengkap y gan. trins,Positive,Happy,sudah sampai dan lengkap y gan trins,1,2
"keripik tempe pecah2. packingnya kopong. Edit: rasanya juga asin banget, beh ga recommended yah, mecin banyak. orang **** juga tau bisa dikomplain, bahkan ga pake asuransi pun bisa komplain. cuma worth ga sama waktu yg dihabiskan buat komplain? penjual yg ga bisa terima kritik ga layak dapat bintang. maap yah , perbaikin lg packingnya, ekspedisi manapun kalo packing keripik pake plastik setengah kosong (ga padat) ya ancur koclak2 dalam dus. mau pake buble juga mubazir.",Negative,Fear,keripik tempe pecah packingnya kopong edit rasanya juga asin banget beh ga recommended yah mecin banyak orang juga tau bisa dikomplain bahkan ga pake asuransi pun bisa komplain cuma worth ga sama waktu yg dihabiskan buat komplain penjual yg ga bisa terima kritik ga layak dapat bintang maap yah perbaikin lg packingnya ekspedisi manapun kalo packing keripik pake plastik setengah kosong ga padat ya ancur koclak dalam dus mau pake buble juga mubazir,0,1
"barang tdk bs di pake ,ring tune jg g bunyi.kecewa",Negative,Sadness,barang tdk bs di pake ring tune jg g bunyi kecewa,0,4
MENGECEWAKAN belanja disini. barang tidak sampai..ganti2kurir gak jelas.PENJUAL GAK KOPERATIF..,Negative,Anger,mengecewakan belanja disini barang tidak sampai ganti kurir gak jelas penjual gak koperatif,0,0
"Pengiriman cepet bgt, dapat bonus pouch, packing rapi dan sangat memuaskan, lanjutkan kak pelayanan baiknya kalo bisa tingkatkan. terima kasih.",Positive,Love,pengiriman cepet bgt dapat bonus pouch packing rapi dan sangat memuaskan lanjutkan kak pelayanan baiknya kalo bisa tingkatkan terima kasih,1,3
mantap ini penjualnya fast response dan ramah sekali,Positive,Happy,mantap ini penjualnya fast response dan ramah sekali,1,2
jelek mudah rusak,Negative,Sadness,jelek mudah rusak,0,4
"mantab, pengiriman cepat, packaging terbaik.",Positive,Love,mantab pengiriman cepat packaging terbaik,1,3
saya beli 5..yg 2 ada kabel charger..3 lagi tidak ada..jadi gimana?,Negative,Fear,saya beli yg ada kabel charger lagi tidak ada jadi gimana,0,1
"Respons penjual sangat baik, pengiriman sangat cepat.",Positive,Happy,respons penjual sangat baik pengiriman sangat cepat,1,2
Yg satu kuasnya diangkat sudah dalam keadaan patah /lepas.. brushnya nyemplung di dalam.. Mohon dicek kembali sblm dikirim,Negative,Fear,yg satu kuasnya diangkat sudah dalam keadaan patah lepas brushnya nyemplung di dalam mohon dicek kembali sblm dikirim,0,1
"pembelian pertama, pelayanan terburuk. respon lama, kirim lama",Negative,Anger,pembelian pertama pelayanan terburuk respon lama kirim lama,0,0
ujung hardcover pada penyok,Negative,Anger,ujung hardcover pada penyok,0,0
"baru pakai beberapa kali, sponnya terpisah jadi 3, lemnya tidak bagus",Negative,Sadness,baru pakai beberapa kali sponnya terpisah jadi lemnya tidak bagus,0,4
Nyaman di punggung Penjualnya ramah banget,Positive,Happy,nyaman di punggung penjualnya ramah banget,1,2
barang tidak lengkap,Negative,Fear,barang tidak lengkap,0,1
Kualitas Product Bagus. Material bagus. Recomended. Harga terjangkau!.,Positive,Happy,kualitas product bagus material bagus recomended harga terjangkau,1,2
penjual bilang batterynya 18650 ternyata battery tanam yg tdk bisa di ganti2. Kecewa lah aku.,Negative,Sadness,penjual bilang batterynya ternyata battery tanam yg tdk bisa di ganti kecewa lah aku,0,4
"thanks,barangnya bagus bgt dan packingnya rapi,tekomended??????????",Positive,Love,thanks barangnya bagus bgt dan packingnya rapi tekomended,1,3
paket AMAN....TQ gan,Positive,Happy,paket aman tq gan,1,2
Produk sesuai deskripsi penjual. Penjual komunikatif dan cekatan. Semoga tidak ada kendala saat pemakaian. Thanks seller!,Positive,Happy,produk sesuai deskripsi penjual penjual komunikatif dan cekatan semoga tidak ada kendala saat pemakaian thanks seller,1,2
puas banget ????????????????,Positive,Love,puas banget,1,3
"Terlalu tipis, tidak seperti masker medis yang saya kenal :(",Negative,Sadness,terlalu tipis tidak seperti masker medis yang saya kenal,0,4
"mantap hijabnyaaa, enaaaaaak dipakai, adeeeeem",Positive,Love,mantap hijabnyaaa enaaaaaak dipakai adeeeeem,1,3
mantap barangnya,Positive,Happy,mantap barangnya,1,2
"model dan warnanya manis,kwalitas bahannya bagus...",Positive,Happy,model dan warnanya manis kwalitas bahannya bagus,1,2
sangat berguna. bermanfaat dan lancar digunakan di Swiss,Positive,Happy,sangat berguna bermanfaat dan lancar digunakan di swiss,1,2
"barang tiba dengan aman,mantap deh ... terimakasih",Positive,Love,barang tiba dengan aman mantap deh terimakasih,1,3
"Enakkkk banget, cryyyyy! Packaging oke. Tengkyu!",Positive,Happy,enakkkk banget cryyyyy packaging oke tengkyu,1,2
"Sukaaaa Banget, Banget, Banget, Bangeeeeettt ????????",Positive,Love,sukaaaa banget banget banget bangeeeeettt,1,3
Pengiriman Cepat. Barang sesuai gambar. Kualitasnya oke. Recommended.,Positive,Happy,pengiriman cepat barang sesuai gambar kualitasnya oke recommended,1,2
ada halaman yg hilang,Negative,Fear,ada halaman yg hilang,0,1
bahan nyaman adem.. hepi harga worth it dpt diskon,Positive,Happy,bahan nyaman adem hepi harga worth it dpt diskon,1,2
"Fast respon, pengiriman cepat",Positive,Happy,fast respon pengiriman cepat,1,2
Packagingnya rapi dan aman. Harganya ok dan bagus sesuai dekripsi.,Positive,Happy,packagingnya rapi dan aman harganya ok dan bagus sesuai dekripsi,1,2
"barang sampai dengan selamat, cakep juga modelnya, dan tidak pernah kecewa dengan produk eiger",Positive,Happy,barang sampai dengan selamat cakep juga modelnya dan tidak pernah kecewa dengan produk eiger,1,2
bahannya terlalu tipis,Negative,Sadness,bahannya terlalu tipis,0,4
saya tidak pernah dikecewakan oleh toko ini. pokoknya untuk urusan videografi dan fotografi saya senang belanja di sini,Positive,Happy,saya tidak pernah dikecewakan oleh toko ini pokoknya untuk urusan videografi dan fotografi saya senang belanja di sini,1,2
pesanan tidak sesuai ukuran.,Negative,Sadness,pesanan tidak sesuai ukuran,0,4
ada satu yang salah dong pengirimanya gimana kurang teliti,Negative,Fear,ada satu yang salah dong pengirimanya gimana kurang teliti,0,1
"maennanya macet g bisa nutup mulutnya,,kecewa",Negative,Sadness,maennanya macet g bisa nutup mulutnya kecewa,0,4
"Susah d bikinnya, ga ngerti, ribet... packing juga kurang... bahkan ada yg lecek dan robek kertasnya... ya uda lah",Negative,Anger,susah d bikinnya ga ngerti ribet packing juga kurang bahkan ada yg lecek dan robek kertasnya ya uda lah,0,0
"sampul gompal-gompal, kayak barang reject",Negative,Fear,sampul gompal gompal kayak barang reject,0,1
"tidak sesuai deskripsi, tidak sesuai gambar, ada bbrapa tombol yg tidak berfungsi, mau retur, mau ganti dg model lain yg ada backlight, ga masalah nambah biaya, tp respon seller biikin kecewa!",Negative,Fear,tidak sesuai deskripsi tidak sesuai gambar ada bbrapa tombol yg tidak berfungsi mau retur mau ganti dg model lain yg ada backlight ga masalah nambah biaya tp respon seller biikin kecewa,0,1
Nyaman dipakai si kecil. Ukuran sesuai. Bahannya tebal. Bahannya berkualitas. Empuk buat jalan. Modelnya keren ??. Motifnya kekinian.,Positive,Happy,nyaman dipakai si kecil ukuran sesuai bahannya tebal bahannya berkualitas empuk buat jalan modelnya keren motifnya kekinian,1,2
Buku yang sampai Warna kertas agak Kuning kaya kertas buram.,Negative,Anger,buku yang sampai warna kertas agak kuning kaya kertas buram,0,0
"Respon dan pengiriman cepat, prduk ok, harga juga relatif murah� thx ya",Positive,Happy,respon dan pengiriman cepat prduk ok harga juga relatif murah thx ya,1,2
"-1 bintang karena packing ga pake bubble wrap, walaupun sampai dengan selamat & tanpa ccd. Penjual fast respon & proses, barang sesuai dan terdeteksi sebagai xbox controller, colok langsung pakai tanpa perlu config",Positive,Happy,bintang karena packing ga pake bubble wrap walaupun sampai dengan selamat tanpa ccd penjual fast respon proses barang sesuai dan terdeteksi sebagai xbox controller colok langsung pakai tanpa perlu config,1,2
Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. Bahannya lembut. Model Celananya cantik ??.,Positive,Happy,kualitas bahan bagus nyaman dipakai jahitannya rapi warnanya cantik ukuran sesuai bahannya lembut model celananya cantik,1,2
lamaaa bangettt respons nya,Negative,Fear,lamaaa bangettt respons nya,0,1
rasa mantap dan dibiarka diluar 1 hari pas asemnya,Positive,Happy,rasa mantap dan dibiarka diluar hari pas asemnya,1,2
"kecewa belinya asli, packing berantakan, kardus penyok, bawahnya udh kuning-kuning kaya bekas di pakai, kecewalah pokonya, tolonglah di bagusin..",Negative,Sadness,kecewa belinya asli packing berantakan kardus penyok bawahnya udh kuning kuning kaya bekas di pakai kecewalah pokonya tolonglah di bagusin,0,4
Msker TIPIS & biasa aja. Krg berasa aman tuk saat pndemi. Mlh lbh ccok yg biasa sy bli + pkai. MHALLL hrganya tuk produk lokal & kualitas biasa.,Negative,Anger,msker tipis biasa aja krg berasa aman tuk saat pndemi mlh lbh ccok yg biasa sy bli pkai mhalll hrganya tuk produk lokal kualitas biasa,0,0
Lain x waktu pengiriman harap lebih cepat. Yg lainnya sdh bagus!,Positive,Happy,lain x waktu pengiriman harap lebih cepat yg lainnya sdh bagus,1,2
gak ada packingnya blas cuma di kasih tempelan doang????????,Negative,Sadness,gak ada packingnya blas cuma di kasih tempelan doang,0,4
"kualitas bagus, sampainya juga cepat, terima kasih",Positive,Happy,kualitas bagus sampainya juga cepat terima kasih,1,2
KECEWA,Negative,Sadness,kecewa,0,4
Barang sudah sampai di rumah tidak ada kerusakan sama sekali saat pengiriman dan setelah dicoba sangat memuaskan terima kasih:),Positive,Happy,barang sudah sampai di rumah tidak ada kerusakan sama sekali saat pengiriman dan setelah dicoba sangat memuaskan terima kasih,1,2
Bahannya tebal. Bahannya lembut. Warnanya cantik ??. anti slip. Ukuran sesuai.,Positive,Love,bahannya tebal bahannya lembut warnanya cantik anti slip ukuran sesuai,1,3
Saat di charger kenapa gak bisa hidup. Tolong beri Solusi. Saya tidak bisa pake,Negative,Fear,saat di charger kenapa gak bisa hidup tolong beri solusi saya tidak bisa pake,0,1
"Barang cpt sampe, sesuai pesanan. Packingnya rapi. Respon seller??",Positive,Happy,barang cpt sampe sesuai pesanan packingnya rapi respon seller,1,2
"Toko tidak mengirim2kan barang smpai gagal pickup 3x entah apa yg membuat kendala toko, admin toko sangat tidak profesional, entah mmg pada gak bener saya jg tdk tahu, yang jelas semua berbelit2 dan gak jelas, pesan hari minggu dikirim hari Rabu , ini toko official store tapi sepertinya perlu dipertimbangkan lagi krna pelayanan sangat tidak baik. Sepertinya para pekerjanya yg gk bener, bungkus juga cm kardus doang tanpa dilapis apapun .",Negative,Fear,toko tidak mengirim kan barang smpai gagal pickup x entah apa yg membuat kendala toko admin toko sangat tidak profesional entah mmg pada gak bener saya jg tdk tahu yang jelas semua berbelit dan gak jelas pesan hari minggu dikirim hari rabu ini toko official store tapi sepertinya perlu dipertimbangkan lagi krna pelayanan sangat tidak baik sepertinya para pekerjanya yg gk bener bungkus juga cm kardus doang tanpa dilapis apapun,0,1
warnanya tidak sesuai gmbar ??,Negative,Sadness,warnanya tidak sesuai gmbar,0,4
"respon cepat, barang bagus",Positive,Happy,respon cepat barang bagus,1,2
sweater nya lumayan. hanya ada sedikit miskomunikasi. Tapi ya sudahlah... Terimakasih ya...,Positive,Happy,sweater nya lumayan hanya ada sedikit miskomunikasi tapi ya sudahlah terimakasih ya,1,2
"kasi 3 bintang ya, yg sebelah kanan gak terlalu berfungsi dengan baik. lain kali di cek dengan baik.",Negative,Fear,kasi bintang ya yg sebelah kanan gak terlalu berfungsi dengan baik lain kali di cek dengan baik,0,1
"Pengantaran tepat waktu, packaging rapih, barang juga dalam kondisi bagus.",Positive,Happy,pengantaran tepat waktu packaging rapih barang juga dalam kondisi bagus,1,2
"gak ngerti model kardusnya kyk apa, ada tanduknya tp kotaknya gak disesuaikan ???? kardusnya sampai bolong, tanduknya patah. pdhl bubble warpnya udh bnyk bngt. jd kardus kemasannya yg gak diperuntukan utk barangnya. better dikeluarkan packing kardus ulang biar aman.",Negative,Fear,gak ngerti model kardusnya kyk apa ada tanduknya tp kotaknya gak disesuaikan kardusnya sampai bolong tanduknya patah pdhl bubble warpnya udh bnyk bngt jd kardus kemasannya yg gak diperuntukan utk barangnya better dikeluarkan packing kardus ulang biar aman,0,1
Produk telah sampai. Tapi pas sampe malah ada yg cacat di bagian analog kanan ada yg pecah,Negative,Sadness,produk telah sampai tapi pas sampe malah ada yg cacat di bagian analog kanan ada yg pecah,0,4
best value for money buat keliling eropa 3 minggu ongkosnya cuma segini.,Positive,Happy,best value for money buat keliling eropa minggu ongkosnya cuma segini,1,2
orgdapet barang nya bgs..tapi saya dapet yg patah.,Negative,Sadness,orgdapet barang nya bgs tapi saya dapet yg patah,0,4
"jumlahnya pas 40 pcs, buat ngiket rambut juga pas ga kekencengan cuma ya kalo boleh saran tambahin bubble wrap biar lebih safety, pouch nya kegunting jadinya :( pengemasan juga agak lama",Negative,Fear,jumlahnya pas pcs buat ngiket rambut juga pas ga kekencengan cuma ya kalo boleh saran tambahin bubble wrap biar lebih safety pouch nya kegunting jadinya pengemasan juga agak lama,0,1
Beli obat diikrim dus kosong maksdya apaan nh mau tipu konsumen apa masdya,Negative,Anger,beli obat diikrim dus kosong maksdya apaan nh mau tipu konsumen apa masdya,0,0
bagus. berjalan baik dan cukup silent. kokoh dan muat untuk laptop 16 inch,Positive,Happy,bagus berjalan baik dan cukup silent kokoh dan muat untuk laptop inch,1,2
"Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. ..semoga tetep amanah...sukses selalu,mksh",Positive,Happy,jahitannya rapi warnanya cantik ukuran sesuai semoga tetep amanah sukses selalu mksh,1,2
Warnanya pekat. Penjualnya ramah banget. Desainnya lucu. Packaging aman ??. Packaging rapi. Respon penjualnya top. Proses pesanan cepat. Desainnya mewah. Aplikator mudah dipakai. Cocok di kulit kering. Cocok di kulit berminyak.,Positive,Happy,warnanya pekat penjualnya ramah banget desainnya lucu packaging aman packaging rapi respon penjualnya top proses pesanan cepat desainnya mewah aplikator mudah dipakai cocok di kulit kering cocok di kulit berminyak,1,2
"produk ada yang cacat/bolong dari pabriknya pengemasan kurang aman, barang ada yang pecah karena bantingan/benturan.",Negative,Fear,produk ada yang cacat bolong dari pabriknya pengemasan kurang aman barang ada yang pecah karena bantingan benturan,0,1
"barang bagus dan berkualitas, admin ramah dan jujur top pokoknya",Positive,Love,barang bagus dan berkualitas admin ramah dan jujur top pokoknya,1,3
"satu lobang tali sepatunya besar sekali, seperti lobang di tusuk dua pulpen, sepatunya tidak di cek pada saat mau di kirim.",Negative,Sadness,satu lobang tali sepatunya besar sekali seperti lobang di tusuk dua pulpen sepatunya tidak di cek pada saat mau di kirim,0,4
Bahannya luntur & agak lebih tipis dari yg tempat lain.,Negative,Sadness,bahannya luntur agak lebih tipis dari yg tempat lain,0,4
"Pelayanan seller Positive, sayang converternya ga bisa dipake alias error, beli 2 error 2 2 nya ??",Negative,Sadness,pelayanan seller positive sayang converternya ga bisa dipake alias error beli error nya,0,4
produk sangat baik dan pengemasan rapi,Positive,Happy,produk sangat baik dan pengemasan rapi,1,2
"Kualitas mantap, pengiriman sangat cepat. Luar biasa..",Positive,Happy,kualitas mantap pengiriman sangat cepat luar biasa,1,2
Bocor rembes bagian atas . kalo dimiringin bisa abis,Negative,Fear,bocor rembes bagian atas kalo dimiringin bisa abis,0,1
kurang kuat....lem nya lemah,Negative,Anger,kurang kuat lem nya lemah,0,0
"Sudah jelas2 pilih varian hitam, yg dikirim putih ya kalo toh habis kan bisa di komunikasikan kpda buyer buat apa ada fitur chat. Jgn asal kirim aja, mau komplen juga males ribet.",Negative,Anger,sudah jelas pilih varian hitam yg dikirim putih ya kalo toh habis kan bisa di komunikasikan kpda buyer buat apa ada fitur chat jgn asal kirim aja mau komplen juga males ribet,0,0
"belanja kedua kalinya, selalu puas. pengiriman lumayan cepat. overall bagus banget",Positive,Happy,belanja kedua kalinya selalu puas pengiriman lumayan cepat overall bagus banget,1,2
"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di Jakarta Utara g arekomen buat pembeli lagi cari yang lain...,,dari pada emosi nungguin",Negative,Fear,respon cellernya setengah mati nungguinnnn pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di jakarta utara g arekomen buat pembeli lagi cari yang lain dari pada emosi nungguin,0,1
pengiriman tidak sesuai estimasi,Negative,Fear,pengiriman tidak sesuai estimasi,0,1
Ban jadi hitam kembali! Mantap.,Positive,Love,ban jadi hitam kembali mantap,1,3
"Cepatt sampainya, barang asli, dan adminnya ramah",Positive,Happy,cepatt sampainya barang asli dan adminnya ramah,1,2
Produk Berfungsi Dengan Baik.,Positive,Happy,produk berfungsi dengan baik,1,2
Jahitan rapi. Modelnya cantik ??. Warnanya cantik ??.terimakasih kk,Positive,Love,jahitan rapi modelnya cantik warnanya cantik terimakasih kk,1,3
puas mantap luar biasa cepat sampai rekomendasi belanja disini,Positive,Happy,puas mantap luar biasa cepat sampai rekomendasi belanja disini,1,2
"Pengiriman cepat, packing rapih dan aman. Kualitas suara standar sebanding dengan harga",Positive,Happy,pengiriman cepat packing rapih dan aman kualitas suara standar sebanding dengan harga,1,2
"baguuuus, sesuai dengan pesanan. semoga sukses selalu..",Positive,Happy,baguuuus sesuai dengan pesanan semoga sukses selalu,1,2
bagus bgt topi nya nnti mau bli lgi ahh,Positive,Love,bagus bgt topi nya nnti mau bli lgi ahh,1,3
Bahannya adem. Tebalnya pas!. Jahitan rapi. Sudah lngganan beli d sini dan selalu repeat order.....recomended seeller.....,Positive,Love,bahannya adem tebalnya pas jahitan rapi sudah lngganan beli d sini dan selalu repeat order recomended seeller,1,3
Kualitas Suara OK banget apalagi dengan harga yang terjangkau Barang pun dijamin ori karena sudah terdaftar di Website Razer langsung Pokoknya bagus lah bassnya juga kerasa,Positive,Love,kualitas suara ok banget apalagi dengan harga yang terjangkau barang pun dijamin ori karena sudah terdaftar di website razer langsung pokoknya bagus lah bassnya juga kerasa,1,3
Bulu mata jadi lentik. Packaging rapi. Packaging aman ??. Proses pesanan cepat. Aplikator mudah dipakai.,Positive,Happy,bulu mata jadi lentik packaging rapi packaging aman proses pesanan cepat aplikator mudah dipakai,1,2
"banyak baret, baterai low, padahal udah di ingatkan cek QC yaudahh ya, jualan yg laku asal kesohor",Negative,Sadness,banyak baret baterai low padahal udah di ingatkan cek qc yaudahh ya jualan yg laku asal kesohor,0,4
sangat tipis.kecewa sekali.,Negative,Sadness,sangat tipis kecewa sekali,0,4
"Alhamdulillah paketan nya sudah sampai, sesuai gambar nya, trimakasih ??????",Positive,Happy,alhamdulillah paketan nya sudah sampai sesuai gambar nya trimakasih,1,2
"engsel di penutupnya patah, terpaksa coba beli lem buat dibenerin karena ga bisa ketutup, mungkin dr pas pengirimannya, saran aja pada saat ngirim mungkin sebaiknya tutupnya dipisahin sama bodynya.",Negative,Fear,engsel di penutupnya patah terpaksa coba beli lem buat dibenerin karena ga bisa ketutup mungkin dr pas pengirimannya saran aja pada saat ngirim mungkin sebaiknya tutupnya dipisahin sama bodynya,0,1
Material Produk Bagus. Produk Original,Positive,Happy,material produk bagus produk original,1,2
"bahan Oke,packing Rapi dan cepat sampai",Positive,Happy,bahan oke packing rapi dan cepat sampai,1,2
"Barang ngga sesuai. Minta warna hitam yg dikirim warna biru. Pas chat tulisannya all ready stock, ujung2nya bilang barang yg diinginkan habis lalu main kirim yang tidak sesuai dgn permintaan",Negative,Anger,barang ngga sesuai minta warna hitam yg dikirim warna biru pas chat tulisannya all ready stock ujung nya bilang barang yg diinginkan habis lalu main kirim yang tidak sesuai dgn permintaan,0,0
"Tidak bisa maksimal hasilnya, tetap saja ada yang pecah",Negative,Fear,tidak bisa maksimal hasilnya tetap saja ada yang pecah,0,1
tdk sesuai warna pesanan,Negative,Fear,tdk sesuai warna pesanan,0,1
Barang berfungsi norma. Kecuali kabel USB nya rusak. Jadi saya pake kabel USB HP. komplen ke toko hanya minta maaf tidak menawarkan untuk diganti. Tolong cek dulu sebelum dikirim. Tks,Negative,Sadness,barang berfungsi norma kecuali kabel usb nya rusak jadi saya pake kabel usb hp komplen ke toko hanya minta maaf tidak menawarkan untuk diganti tolong cek dulu sebelum dikirim tks,0,4
"Untuk respon penjual bagus, tapi kondisi barang biasa aja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game",Negative,Fear,untuk respon penjual bagus tapi kondisi barang biasa aja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game,0,1
Tidak ada rincian cara penggunaan nya.. tidak ada keterangan alat pendukung utk HP dan kamera. Jadi ngga ngerti saya klo di pake ke HP gmn caranya? Cara tinggiin tripod nya gimn???,Negative,Anger,tidak ada rincian cara penggunaan nya tidak ada keterangan alat pendukung utk hp dan kamera jadi ngga ngerti saya klo di pake ke hp gmn caranya cara tinggiin tripod nya gimn,0,0
"barang bagus cm ternyata kecil gk seperti yg di bayangin, tp anak q suka, cm yg kecewa kabel chargernya gk ada",Positive,Love,barang bagus cm ternyata kecil gk seperti yg di bayangin tp anak q suka cm yg kecewa kabel chargernya gk ada,1,3
"pengirimannya lumayan cepat. warna cutternya sangattt cantik dan ukurannya mungil, jadi bisa dibawa kemana aja. mantappp bgt",Positive,Love,pengirimannya lumayan cepat warna cutternya sangattt cantik dan ukurannya mungil jadi bisa dibawa kemana aja mantappp bgt,1,3
"padahal udh atc bubble tapi gaada , paraaaaah tolong perbaikin , biar pembeli puas",Negative,Anger,padahal udh atc bubble tapi gaada paraaaaah tolong perbaikin biar pembeli puas,0,0
top markotoooopppp,Positive,Love,top markotoooopppp,1,3
makasih. barang sudah mendarat dengan selamat,Positive,Happy,makasih barang sudah mendarat dengan selamat,1,2
Sukaa sekaliiii.. sellernya juga responded banget.. terima kasih ya.. sukses untuk seller,Positive,Love,sukaa sekaliiii sellernya juga responded banget terima kasih ya sukses untuk seller,1,3
yg direquest sama dikirim warnanya beda,Negative,Sadness,yg direquest sama dikirim warnanya beda,0,4
ini mah ada robusta nya ga sesuai deskripsi dan ekspetasi payah,Negative,Anger,ini mah ada robusta nya ga sesuai deskripsi dan ekspetasi payah,0,0
mengecewakan sama sekali tidak bisa digunaka,Negative,Sadness,mengecewakan sama sekali tidak bisa digunaka,0,4
Recommended seller ????????????,Positive,Love,recommended seller,1,3
Bahannya lembut. anti slip. Ukuran sesuai. Bahannya tebal. Warnanya cantik ??.,Positive,Happy,bahannya lembut anti slip ukuran sesuai bahannya tebal warnanya cantik,1,2
"ga tahan lama ternyata kalo dipake makan, masih jauh tahan lama merk sebelah",Negative,Fear,ga tahan lama ternyata kalo dipake makan masih jauh tahan lama merk sebelah,0,1
"Chatt, hampir Ga ada respond",Negative,Anger,chatt hampir ga ada respond,0,0
Dengan harga segitu kualitas spundbondnya uda bagus ?? packingnya rapi jadi g sampe kusut kainnya.,Positive,Happy,dengan harga segitu kualitas spundbondnya uda bagus packingnya rapi jadi g sampe kusut kainnya,1,2
"Barangnya ok, kemasannya tidak ada rusak. Joycon ungu (sebelah kanan) sempat tidak terdeteksi, namun setelah re insert joyconnya dua kali, akhirnya berfungsi. So no issue there! Harganya bersaing, sellernya fast response, terima kasih!",Positive,Happy,barangnya ok kemasannya tidak ada rusak joycon ungu sebelah kanan sempat tidak terdeteksi namun setelah re insert joyconnya dua kali akhirnya berfungsi so no issue there harganya bersaing sellernya fast response terima kasih,1,2
gak nyaman dipakai.,Negative,Sadness,gak nyaman dipakai,0,4
"recommended seller buat pelapak,sesuai pesanan.to markotop",Positive,Love,recommended seller buat pelapak sesuai pesanan to markotop,1,3
"Saya order hitam (4 pcs) dan abu-abu (2pcs). Yang datang justru sebaliknya, hitam (2pcs) dan abu-abu (4pcs)",Negative,Sadness,saya order hitam pcs dan abu abu pcs yang datang justru sebaliknya hitam pcs dan abu abu pcs,0,4
Mic dari awal ga nyala,Negative,Sadness,mic dari awal ga nyala,0,4
"Mengecewakan. Kemasan luar kertas sobek besar. Kelihatannya seperti karena basah, krn ada bagian ujung kertas yg melengkung. Padahal pengiriman d pack dgn bubble wrap. Saya terima krn saya gak sempat bikin video unboxing",Negative,Sadness,mengecewakan kemasan luar kertas sobek besar kelihatannya seperti karena basah krn ada bagian ujung kertas yg melengkung padahal pengiriman d pack dgn bubble wrap saya terima krn saya gak sempat bikin video unboxing,0,4
"minta rak tudung 4 tingkat yg di bubble malah celana dalem yg di dalam, baca pesannya dong.. mikir...",Negative,Anger,minta rak tudung tingkat yg di bubble malah celana dalem yg di dalam baca pesannya dong mikir,0,0
Paketan nya sudah 9 hari belum sampai jg penjual d hub tidak bisa,Negative,Sadness,paketan nya sudah hari belum sampai jg penjual d hub tidak bisa,0,4
"Penjual koperatif, pengiriman lmyn cpt, bau ny harum seperti di hotel",Positive,Happy,penjual koperatif pengiriman lmyn cpt bau ny harum seperti di hotel,1,2
Mengecewakan,Negative,Sadness,mengecewakan,0,4
"pengiriman cepat, packing rapi dan aman (kardus packing tebal plus bubble wrap). barang sudah dicoba dan semua berfungsi dengan baik. thank you so much seller ??",Positive,Happy,pengiriman cepat packing rapi dan aman kardus packing tebal plus bubble wrap barang sudah dicoba dan semua berfungsi dengan baik thank you so much seller,1,2
barang yg dtg gak bagus..plastik busa gt dan bagus kualitasnya bs dilihat di gambar saya ya,Negative,Fear,barang yg dtg gak bagus plastik busa gt dan bagus kualitasnya bs dilihat di gambar saya ya,0,1
