review,sentiment,emotion,clean_review,sentiment_label,emotion_label
Barang tidak sesuai pesanan ... Mohon pendataan barang lebih cermat lagi,Negative,Fear,barang tidak sesuai pesanan mohon pendataan barang lebih cermat lagi,0,1
"rekomendasi bangett toko ini kiriman cepat, insya Alloh langganan",Positive,Love,rekomendasi bangett toko ini kiriman cepat insya alloh langganan,1,3
Ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna.,Negative,Sadness,ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna,0,4
"Cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 Yg dtg cuma 2, tp gift dpt 3 Brg uda mahal , di komplen pun gak bs",Negative,Fear,cukup sy yg di rugikan krn brg yg dtg sy tdk vidio in orderan sy ada yg dtg cuma tp gift dpt brg uda mahal di komplen pun gak bs,0,1
Packingnya jelek. Barang sampai sudah rusak,Negative,Anger,packingnya jelek barang sampai sudah rusak,0,0
botol pecah pakingnya zonk bgt,Negative,Anger,botol pecah pakingnya zonk bgt,0,0
Bahannya nyaman ??. Nyaman di punggung. Nyaman di punggung. Desain ergonomis. Desain ergonomis. Beban tersebar merata. Beban tersebar merata. Gampang dipakai. Gampang dipakai. Bahannya fleksibel. Penjualnya ramah banget. Proses pesanan cepat. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Packaging rapi. Respon penjualnya top.,Positive,Happy,bahannya nyaman nyaman di punggung nyaman di punggung desain ergonomis desain ergonomis beban tersebar merata beban tersebar merata gampang dipakai gampang dipakai bahannya fleksibel penjualnya ramah banget proses pesanan cepat proses pesanan cepat packaging aman packaging rapi packaging rapi respon penjualnya top,1,2
Barang datang dan berfungsi dengan baik dan terlihat bagus kali ada lampu birunya.,Positive,Happy,barang datang dan berfungsi dengan baik dan terlihat bagus kali ada lampu birunya,1,2
"Toko tidak mengirim2kan barang smpai gagal pickup 3x entah apa yg membuat kendala toko, admin toko sangat tidak profesional, entah mmg pada gak bener saya jg tdk tahu, yang jelas semua berbelit2 dan gak jelas, pesan hari minggu dikirim hari Rabu , ini toko official store tapi sepertinya perlu dipertimbangkan lagi krna pelayanan sangat tidak baik. Sepertinya para pekerjanya yg gk bener, bungkus juga cm kardus doang tanpa dilapis apapun .",Negative,Fear,toko tidak mengirim kan barang smpai gagal pickup x entah apa yg membuat kendala toko admin toko sangat tidak profesional entah mmg pada gak bener saya jg tdk tahu yang jelas semua berbelit dan gak jelas pesan hari minggu dikirim hari rabu ini toko official store tapi sepertinya perlu dipertimbangkan lagi krna pelayanan sangat tidak baik sepertinya para pekerjanya yg gk bener bungkus juga cm kardus doang tanpa dilapis apapun,0,1
"Bahan bagus, kain bisa melebar dan elastis",Positive,Happy,bahan bagus kain bisa melebar dan elastis,1,2
"Pelayanan nya kurang baik barang juga salah kirim dari awal udah dibilang 0,3 malah dikirim 1,2",Negative,Sadness,pelayanan nya kurang baik barang juga salah kirim dari awal udah dibilang malah dikirim,0,4
"Order tgl 28 feb 22 baru diterima hari ini tgl 4 Mar 22, Diketerangan Estimasi diterima tgl 1-2 Maret 22, padahal sama sama jakarta, cukup sekali aja beli disini, kapok. NOT RECOMMENDED SELLER.",Negative,Fear,order tgl feb baru diterima hari ini tgl mar diketerangan estimasi diterima tgl maret padahal sama sama jakarta cukup sekali aja beli disini kapok not recommended seller,0,1
Packaging simpel. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top.,Positive,Happy,packaging simpel penjualnya ramah banget proses pesanan cepat packaging aman packaging rapi respon penjualnya top,1,2
Bahan jelek mudah patah ..baru dua x pakai saja sudah patah jarumnya dan pegangannya keras sekali sungguh sangat merepotkaan dan membuta kerja lebih lambat ..lebih baik beli yang agak mahal tapi lebih berkualitas,Negative,Fear,bahan jelek mudah patah baru dua x pakai saja sudah patah jarumnya dan pegangannya keras sekali sungguh sangat merepotkaan dan membuta kerja lebih lambat lebih baik beli yang agak mahal tapi lebih berkualitas,0,1
"pesanan tidak sesuai, barang yang dipesan adalah merk GM bear warna putih, tapi yang dikirim merk Buck warna hitam, saya sangat kecewa",Negative,Sadness,pesanan tidak sesuai barang yang dipesan adalah merk gm bear warna putih tapi yang dikirim merk buck warna hitam saya sangat kecewa,0,4
"Barang sdh diterima dlm kondisi baik.., packing bagus rapi, pengiriman cepat..., mksh",Positive,Happy,barang sdh diterima dlm kondisi baik packing bagus rapi pengiriman cepat mksh,1,2
tipis bgt kyk stocking??,Negative,Sadness,tipis bgt kyk stocking,0,4
kurang puas,Negative,Sadness,kurang puas,0,4
"barang ok, pengiriman cepat, packing aman",Positive,Happy,barang ok pengiriman cepat packing aman,1,2
"payah yang dikirim kecil2, diterima byk mati sengaja pilih official dan harga mahal tau gitu pilih yang 2500 aj di toko lain, sama aja hasilnya",Negative,Fear,payah yang dikirim kecil diterima byk mati sengaja pilih official dan harga mahal tau gitu pilih yang aj di toko lain sama aja hasilnya,0,1
"Produk berfungsi dengan baik. Seller sangat komunikatif dan informatif. Dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! Pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari Jakarta ke Surabaya). Alatnya kecil dan praktis, tapi sangat fungsional. Nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat Netflix, NBA TV dan amazon prime. dapatnya lebih!). Tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. Dia makin oke semuanya kalau internet kita top juga.",Positive,Happy,produk berfungsi dengan baik seller sangat komunikatif dan informatif dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu pengiriman sangat cepat padahal menggunakan yang bebas ongkir dari jakarta ke surabaya alatnya kecil dan praktis tapi sangat fungsional nggak hanya untuk nonton film tapi juga live channel dalam dan luar negeri waktu pertama tanya hanya nyari buat netflix nba tv dan amazon prime dapatnya lebih tapi jangan lupa ya kerja alat ini benar tergantung koneksi internet kita dia makin oke semuanya kalau internet kita top juga,1,2
lilinnya kecil tdk.sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .,Negative,Fear,lilinnya kecil tdk sesuai gambar pdhl sy perlu angka yg sesuai gambar buat nemenin angka yg lainnya,0,1
gak bisa untuk semua merek keyboard,Negative,Fear,gak bisa untuk semua merek keyboard,0,1
"aftersalesnya parah. penjual ga baca chat dan ga bales lg, janji tinggal janji",Negative,Fear,aftersalesnya parah penjual ga baca chat dan ga bales lg janji tinggal janji,0,1
barang cepat panas dan rusak,Negative,Sadness,barang cepat panas dan rusak,0,4
"Ga sesuai produknya sma di photo, bahannya kasar dan sama sekali tidak menyerap keringat, jadi tidak nyaman dipakainya, sejak beli lalu dicuci baru dipakai barusan banget, dan terpaksa harus dibuka lg krna gerah, ga kepake deh jadinya ??",Negative,Sadness,ga sesuai produknya sma di photo bahannya kasar dan sama sekali tidak menyerap keringat jadi tidak nyaman dipakainya sejak beli lalu dicuci baru dipakai barusan banget dan terpaksa harus dibuka lg krna gerah ga kepake deh jadinya,0,4
Barang yg di pesan sesuai dan packing rapi,Positive,Happy,barang yg di pesan sesuai dan packing rapi,1,2
tidak sesuai,Negative,Fear,tidak sesuai,0,1
puasssssssssssssssssssssssss ...,Positive,Happy,puasssssssssssssssssssssssss,1,2
barang nya rusak,Negative,Sadness,barang nya rusak,0,4
"Barang sudah sampai dan ikannya masih sehat dan selamat,makasih",Positive,Happy,barang sudah sampai dan ikannya masih sehat dan selamat makasih,1,2
"sngt mengecewakn, berhrap dpt hadiahnya ternyata tdk ada, sblm belanja sy chat ke pusat, ternyata dikirimnya dri kantor cabang. sy tahu nya bhw sy belanja nya di off.store bukan dri cabang, pengirimn dri kntr cabang tdk ada promo hadiah.., jdi yg mau beli produk susu, jk di etalase ada hadiahnya tanykn sejelas2nya dikirim nya drmn,kt sebgai konsumen harus jg kritis, biarlah hnya sy yg kecewa.jgn ikut yg lainnya yg sdh langgann minum susu ini.tetap sehat.",Negative,Sadness,sngt mengecewakn berhrap dpt hadiahnya ternyata tdk ada sblm belanja sy chat ke pusat ternyata dikirimnya dri kantor cabang sy tahu nya bhw sy belanja nya di off store bukan dri cabang pengirimn dri kntr cabang tdk ada promo hadiah jdi yg mau beli produk susu jk di etalase ada hadiahnya tanykn sejelas nya dikirim nya drmn kt sebgai konsumen harus jg kritis biarlah hnya sy yg kecewa jgn ikut yg lainnya yg sdh langgann minum susu ini tetap sehat,0,4
Tidak menerawang. Mudah dibentuk. Jahitan rapi. Nyaman dipakai. Warnanya cantik ??. Modelnya cantik ??. Bahannya adem.,Positive,Love,tidak menerawang mudah dibentuk jahitan rapi nyaman dipakai warnanya cantik modelnya cantik bahannya adem,1,3
Berfungsi dengan baik.,Positive,Happy,berfungsi dengan baik,1,2
"Baru beli dan dibuka sudah ada noda hitam yg sangat terlihat untuk di kemeja putih, di cuci tidak bisa hilang",Negative,Sadness,baru beli dan dibuka sudah ada noda hitam yg sangat terlihat untuk di kemeja putih di cuci tidak bisa hilang,0,4
Terima kasih barang sampai dan sesuai deskripsi,Positive,Happy,terima kasih barang sampai dan sesuai deskripsi,1,2
Barang sesuai dengan pesanan. Kotak maskernya lucu. Terima kasih,Positive,Happy,barang sesuai dengan pesanan kotak maskernya lucu terima kasih,1,2
"sering disconnect, kadang tidak berfungsi autocatch",Negative,Fear,sering disconnect kadang tidak berfungsi autocatch,0,1
"Kayaknya dapat yg baterai yg jelek atau drop .. males kirim balik, tp masih bisa digunakan, cuma setiap kali jalan harus setting tanggal dan jam mulu .. tombol charge juga warna merah gak pernah nyala",Negative,Sadness,kayaknya dapat yg baterai yg jelek atau drop males kirim balik tp masih bisa digunakan cuma setiap kali jalan harus setting tanggal dan jam mulu tombol charge juga warna merah gak pernah nyala,0,4
"tripodnya, terasa sturdy cukup ringan, tapi tanpa manual. seller fast response,",Positive,Happy,tripodnya terasa sturdy cukup ringan tapi tanpa manual seller fast response,1,2
"Recommended Seller!! Respon cepat, pengiriman cukup cepat...",Positive,Love,recommended seller respon cepat pengiriman cukup cepat,1,3
baru dipakai 2 kali dah metong,Negative,Sadness,baru dipakai kali dah metong,0,4
"Kecewa bgt, sudah packing nya kurang aman, expedisi juga asal-asalan. Produknya cacat, ada bekas baut nya udah dibuka padahal brg baru. Trus di body nya ada bekas lecet dan tombol power nya patah pula lagi????????",Negative,Sadness,kecewa bgt sudah packing nya kurang aman expedisi juga asal asalan produknya cacat ada bekas baut nya udah dibuka padahal brg baru trus di body nya ada bekas lecet dan tombol power nya patah pula lagi,0,4
"fix aku cinta sama ini produk bahannya solid, dan bekerja sesuai deskripsi. bakal beli lagi!!!",Positive,Love,fix aku cinta sama ini produk bahannya solid dan bekerja sesuai deskripsi bakal beli lagi,1,3
"Barang rusak, ga bisa nyala sama sekali. sebaiknya di coba dulu sebelum dikirim.",Negative,Anger,barang rusak ga bisa nyala sama sekali sebaiknya di coba dulu sebelum dikirim,0,0
warna tidak sesuai. yaudalah drpd repot2 ngirim balik.,Negative,Fear,warna tidak sesuai yaudalah drpd repot ngirim balik,0,1
mantaapp!????????,Positive,Love,mantaapp,1,3
"Barangnya bagus banget, sesuai sama harga, gagangnya juga kokoh banget dan keliatannya kaya bagus gitu",Positive,Love,barangnya bagus banget sesuai sama harga gagangnya juga kokoh banget dan keliatannya kaya bagus gitu,1,3
"keripik ususnya rada bau bangkai, rasa asin banget. Saya 100% me review karena saya memang kecewa atas kualitas kripik usus yang bau menyengat. Harusnya anda menjadikannya bahan introspeksi bukannya malah menuduh saya kompetitor anda. Toko macem apa ini!!",Negative,Anger,keripik ususnya rada bau bangkai rasa asin banget saya me review karena saya memang kecewa atas kualitas kripik usus yang bau menyengat harusnya anda menjadikannya bahan introspeksi bukannya malah menuduh saya kompetitor anda toko macem apa ini,0,0
sebelah tidak bisa diputar.,Negative,Fear,sebelah tidak bisa diputar,0,1
kecewa kaca lampu yang kecil nya ga ad satu.......,Negative,Sadness,kecewa kaca lampu yang kecil nya ga ad satu,0,4
"Kecewa barang gak sampe... Toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. Jgn beli disini lagi untuk kalian yang baca komen ini. Respon nya lama bgt ... Dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. Beli barang tapi barangnya gak sampe bener bener kecewa...",Negative,Sadness,kecewa barang gak sampe toko nya gak mau tanggung jawab dan respon nya lama bgt bener bener kecewa jgn beli disini lagi untuk kalian yang baca komen ini respon nya lama bgt dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab beli barang tapi barangnya gak sampe bener bener kecewa,0,4
tidak ada talinya??,Negative,Sadness,tidak ada talinya,0,4
"Jualan kok ngotottt, nggak laku toko nya bang?",Negative,Anger,jualan kok ngotottt nggak laku toko nya bang,0,0
Jahitan rapi. Potongannya rapi. Warnanya cantik ??.,Positive,Happy,jahitan rapi potongannya rapi warnanya cantik,1,2
"Suara noise seperti saat sedang mencari saluran radio dan agak meletup2 sangat mengganggu, padahal sedang berada pada mode bluetooth untuk mendengarkan musik. Bikin sakit telinga.",Negative,Sadness,suara noise seperti saat sedang mencari saluran radio dan agak meletup sangat mengganggu padahal sedang berada pada mode bluetooth untuk mendengarkan musik bikin sakit telinga,0,4
"Paket sampai barang sesuai pesanan, bisa dipakein di scph-50000. Bisa untuk boot HDD internal, cuma mesti konfigurasi ulang di chip matrix nya. Terimakasih. Semoga awet",Positive,Happy,paket sampai barang sesuai pesanan bisa dipakein di scph bisa untuk boot hdd internal cuma mesti konfigurasi ulang di chip matrix nya terimakasih semoga awet,1,2
"Respons penjual sangat baik, pengiriman sangat cepat.",Positive,Happy,respons penjual sangat baik pengiriman sangat cepat,1,2
Barang Ga bisa dipake ...lampunya Ga nyala dan sensornya rusak..,Negative,Anger,barang ga bisa dipake lampunya ga nyala dan sensornya rusak,0,0
ngirim keluar daerah.....jangan pake kurir anteraja bosku......ke pelosok2 dia gk masuk....karna gk punya cabang didaerah kecil2,Negative,Fear,ngirim keluar daerah jangan pake kurir anteraja bosku ke pelosok dia gk masuk karna gk punya cabang didaerah kecil,0,1
"nipu,ini mah bukan 90 yard wkwkwk kaco",Negative,Anger,nipu ini mah bukan yard wkwkwk kaco,0,0
Produk original ??,Positive,Happy,produk original,1,2
barang bagus dan pengiriman cepat,Positive,Happy,barang bagus dan pengiriman cepat,1,2
enak celananya nyaman dipakai,Positive,Happy,enak celananya nyaman dipakai,1,2
"BArang nya rusak, yah ada harga ada kualitas",Negative,Sadness,barang nya rusak yah ada harga ada kualitas,0,4
Cupang tidak sesuai gambar,Negative,Sadness,cupang tidak sesuai gambar,0,4
Mantap pengiriman instan. Seller fast respon,Positive,Happy,mantap pengiriman instan seller fast respon,1,2
"barang sdh diterima dalam kondisi baik, semoga bs berfungsi spt yg diharapkan, pengiriman cepat, tks seller",Positive,Happy,barang sdh diterima dalam kondisi baik semoga bs berfungsi spt yg diharapkan pengiriman cepat tks seller,1,2
"Saya sudah langganan beli Transpulmin Baby di toko ini (Menarini Health & Beauty) dan juga produk lainnya. Respon toko cepat dan Transpulmin Baby ini sangat cocok dgn kulit bayi. Cepat meredakan flu & batuk pada bayi. Menngunakan bahan alami, melembabkan kulit bayi, aman buat kulit bayi, tanpa bahan pengawet, dan tidak memicu alergi. Pokoknya mantul deh.. ??????",Positive,Love,saya sudah langganan beli transpulmin baby di toko ini menarini health beauty dan juga produk lainnya respon toko cepat dan transpulmin baby ini sangat cocok dgn kulit bayi cepat meredakan flu batuk pada bayi menngunakan bahan alami melembabkan kulit bayi aman buat kulit bayi tanpa bahan pengawet dan tidak memicu alergi pokoknya mantul deh,1,3
Terjemahannya nggak pas,Negative,Sadness,terjemahannya nggak pas,0,4
Sangat mengecewakan dan tidak profesional..niat membeli layar hp yg terkirim speaker i phone 6,Negative,Sadness,sangat mengecewakan dan tidak profesional niat membeli layar hp yg terkirim speaker i phone,0,4
"Saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. Tapi kenapa berbeda ya ketika beli barang nya. Noise nya masih terdengar meskipun pakai deadcat di indoor. Dan ga compatible juga sama splitter jack.",Negative,Fear,saya melihat review produk ini hasil suara kualitas di youtube lumayan bagus tapi kenapa berbeda ya ketika beli barang nya noise nya masih terdengar meskipun pakai deadcat di indoor dan ga compatible juga sama splitter jack,0,1
"kualitas barang bagus, dengan harga yg worth the money...bahan nya halus dan tidak gatal kata istri saya.",Positive,Happy,kualitas barang bagus dengan harga yg worth the money bahan nya halus dan tidak gatal kata istri saya,1,2
banyak yang tergores seperti bekas.habis itu bagian bawah kayunya patah!!!,Negative,Fear,banyak yang tergores seperti bekas habis itu bagian bawah kayunya patah,0,1
ujung buku rusak.. padahal sudah mahal beli buku import,Negative,Sadness,ujung buku rusak padahal sudah mahal beli buku import,0,4
pesen apa dikirim apa ????????????????????????????????????????????,Negative,Anger,pesen apa dikirim apa,0,0
Barang nya lama dikirimnya,Negative,Sadness,barang nya lama dikirimnya,0,4
lansung coba..Positive bos,Positive,Happy,lansung coba positive bos,1,2
"Great service, pelayanannya super cepat dan memuaskan semua yg saya tanyakan dijelaskan dengan sabar dan jelas",Positive,Happy,great service pelayanannya super cepat dan memuaskan semua yg saya tanyakan dijelaskan dengan sabar dan jelas,1,2
sangat istimewa sekali..,Positive,Love,sangat istimewa sekali,1,3
Produk dan Layanan Bagus serta terpercaya,Positive,Happy,produk dan layanan bagus serta terpercaya,1,2
"Packingnya parah cuma di masukin ke dalam kantong plastik hitam, tidak ada kardus dan tidak di lakban cuma di ikat biasa aja, biarpun pengiriman cepat tapi packing sangat mengecewakan. Barang belum di test, semoga bisa berfungsi dengan baik",Negative,Sadness,packingnya parah cuma di masukin ke dalam kantong plastik hitam tidak ada kardus dan tidak di lakban cuma di ikat biasa aja biarpun pengiriman cepat tapi packing sangat mengecewakan barang belum di test semoga bisa berfungsi dengan baik,0,4
Buku yang saya pesan terdapat 16 halaman yang kosong. Bagaimana cara menukarkannya?,Negative,Fear,buku yang saya pesan terdapat halaman yang kosong bagaimana cara menukarkannya,0,1
"ernyata tebel bangat.. pengiriman cepat, packing aman, kualitas barang oke.. kereenn banget.. thanx",Positive,Love,ernyata tebel bangat pengiriman cepat packing aman kualitas barang oke kereenn banget thanx,1,3
"barangnya udah kami terima, terimakasih gan",Positive,Happy,barangnya udah kami terima terimakasih gan,1,2
jasa pengiriman nya di ganti tanpa konfirmasi... kurang memuaskan,Negative,Anger,jasa pengiriman nya di ganti tanpa konfirmasi kurang memuaskan,0,0
Puas. Barang diterima dengan kondisi Baik dan tidak ada kendala.,Positive,Happy,puas barang diterima dengan kondisi baik dan tidak ada kendala,1,2
ternyata sablonnya tidak sesuai dengan gambar huhu,Negative,Sadness,ternyata sablonnya tidak sesuai dengan gambar huhu,0,4
Recommended seller ????????????,Positive,Love,recommended seller,1,3
Pas chekout kemarin tulisanny dapet cashback.. 150 ribu pas barang udh dpt kok koinnya cashback ny berubah hanya dpt 50 ribu kecewa banget.. bulan depan ganti susu dari kalbe aja lah..,Negative,Sadness,pas chekout kemarin tulisanny dapet cashback ribu pas barang udh dpt kok koinnya cashback ny berubah hanya dpt ribu kecewa banget bulan depan ganti susu dari kalbe aja lah,0,4
Saat di charger kenapa gak bisa hidup. Tolong beri Solusi. Saya tidak bisa pake,Negative,Fear,saat di charger kenapa gak bisa hidup tolong beri solusi saya tidak bisa pake,0,1
Tidak dipotong sesuai permintaan,Negative,Fear,tidak dipotong sesuai permintaan,0,1
Penjual kurang teliti memberi saran kpd Pembeli. Hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya. Minta Nomor diembose pun sdh tercatat tapi Penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed. MENGECEWAKAN. Saya ga bisa ksh Foto krn ada Nama nya tercetak.,Negative,Sadness,penjual kurang teliti memberi saran kpd pembeli hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya minta nomor diembose pun sdh tercatat tapi penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed mengecewakan saya ga bisa ksh foto krn ada nama nya tercetak,0,4
"Barang sesuai deskripsi, recommended high quality product. Seller: packaging ok",Positive,Love,barang sesuai deskripsi recommended high quality product seller packaging ok,1,3
kaleng penyok :(,Negative,Sadness,kaleng penyok,0,4
ternyata kainnya kasar bgt..dan.tidak.menyerap.keringat.,Negative,Sadness,ternyata kainnya kasar bgt dan tidak menyerap keringat,0,4
sangat kecewa banget,Negative,Sadness,sangat kecewa banget,0,4
"kaca depan banyak yg lecet, seperti barang retur d jual lagi.....",Negative,Sadness,kaca depan banyak yg lecet seperti barang retur d jual lagi,0,4
Barang tidak dapat di operasikan .. sudah menghubungi customer service belom ada response,Negative,Anger,barang tidak dapat di operasikan sudah menghubungi customer service belom ada response,0,0
"pengiriman cepat, pengemasan aman, mudah dipasang dan digunakan, bonus backgroundnya juga banyak. hasil fotonya cukup memuaskan bagi saya. hanya saja, saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali. tapi secara keseluruhan bagus dan memuaskan",Positive,Happy,pengiriman cepat pengemasan aman mudah dipasang dan digunakan bonus backgroundnya juga banyak hasil fotonya cukup memuaskan bagi saya hanya saja saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali tapi secara keseluruhan bagus dan memuaskan,1,2
Udah beli banyak ada 1 yg rusak mau tukar ga bisa pake belibet aturan cape deh,Negative,Anger,udah beli banyak ada yg rusak mau tukar ga bisa pake belibet aturan cape deh,0,0
"barang sesuai, thank you",Positive,Happy,barang sesuai thank you,1,2
"respon penjual cepat, pengiriman cepat dankemasan rapih",Positive,Happy,respon penjual cepat pengiriman cepat dankemasan rapih,1,2
mantap sekali klu bisa kasih bintang 7 wkwkkwkwk,Positive,Love,mantap sekali klu bisa kasih bintang wkwkkwkwk,1,3
"Tiap belanja pasti RIBUT karena sampai lokasi hancur, buat pembeli lainnya, karena Seller tidak mau bertanggung jawab dan menyerahkan pada asuransi, spt pd screenshoot, jika saat terima uda diraba kemasan hancur, kembalikan langsung pada kurir, daripada saat dikomplain jawabannya spt pd screenshoot ini. ASURANSI katanya, ribetnya tuh klaim asuransi.",Negative,Anger,tiap belanja pasti ribut karena sampai lokasi hancur buat pembeli lainnya karena seller tidak mau bertanggung jawab dan menyerahkan pada asuransi spt pd screenshoot jika saat terima uda diraba kemasan hancur kembalikan langsung pada kurir daripada saat dikomplain jawabannya spt pd screenshoot ini asuransi katanya ribetnya tuh klaim asuransi,0,0
"Seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba & dpt bekerja dgn baik. Semoga awet, thanks",Positive,Happy,seller ramah sabar jawab semua pertanyaan barang sampai tepat waktu mesin sudah dicoba dpt bekerja dgn baik semoga awet thanks,1,2
"Produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu",Positive,Love,produknya bagus n sesuai dgn pesanan sya seller mantul makasih skss selalu,1,3
ini yg ke 2x aku pesan Alhamdulillah brg sesuai pesanan n tepat wkt ... Terimakasih ... recommended seller ????,Positive,Love,ini yg ke x aku pesan alhamdulillah brg sesuai pesanan n tepat wkt terimakasih recommended seller,1,3
barang palsu Asli KW,Negative,Anger,barang palsu asli kw,0,0
"Pelayanan yg sangat buruk. Saya pesan dengan menggunakan grab instan jam 10 pagi, baru di antar sekitar jam 1/2 5 sore. Beberapa kali chat, lama sekali respons nya. Sangat tdk profesional melayani konsumen",Negative,Anger,pelayanan yg sangat buruk saya pesan dengan menggunakan grab instan jam pagi baru di antar sekitar jam sore beberapa kali chat lama sekali respons nya sangat tdk profesional melayani konsumen,0,0
innalillahi.... gan klo jualan yg JUJUR.... agan jual 1 kg knp yg dateng yg 800gr ...gw apal bangt kantong 800gr sama 1 kg ... dah sering beli .... 200gr ya tagih di AKHERAT yaa gan .... makanan kucing aja paki bohong jualan nya... nauzubillah.... terakhir gw belanja di toko ini ... ngga BERKAH loo gan rizki nya dg cara nipu kaya gini... biar diterkam kucing2 loo nnti di AKHERAT nya....,Negative,Anger,innalillahi gan klo jualan yg jujur agan jual kg knp yg dateng yg gr gw apal bangt kantong gr sama kg dah sering beli gr ya tagih di akherat yaa gan makanan kucing aja paki bohong jualan nya nauzubillah terakhir gw belanja di toko ini ngga berkah loo gan rizki nya dg cara nipu kaya gini biar diterkam kucing loo nnti di akherat nya,0,0
"sudah dicoba untuk 3 hari dan controller tidak ada masalah, masih berfungsi dengan baik. feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual",Positive,Happy,sudah dicoba untuk hari dan controller tidak ada masalah masih berfungsi dengan baik feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual,1,2
ini tidak dikirim satupun. dan tidak ada chat apapun dari penjual. sudah dikomplain entah kenapa bisa selesai begitu saja. mengecewakan. padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,Negative,Fear,ini tidak dikirim satupun dan tidak ada chat apapun dari penjual sudah dikomplain entah kenapa bisa selesai begitu saja mengecewakan padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,0,1
Rangka besi sangat tipis dan lemah. Tertulis bahwa berat maksimum yang dapat ditopang adalah 40kg. Tapi belum sampai 10kg saja sudah ambruk karena keberatan.,Negative,Anger,rangka besi sangat tipis dan lemah tertulis bahwa berat maksimum yang dapat ditopang adalah kg tapi belum sampai kg saja sudah ambruk karena keberatan,0,0
"tidak sesuai dg yg saya mau, minta bam pengeras dikasih bam jagung???? tuh fotony kecewaaaaaaaaaa",Negative,Sadness,tidak sesuai dg yg saya mau minta bam pengeras dikasih bam jagung tuh fotony kecewaaaaaaaaaa,0,4
"BAGUUUSSSS PACKING RAPUI, CEPAT SAMPAI, TERIMAKASIH SELLER.... SUKSES SELALUU...",Positive,Love,baguuussss packing rapui cepat sampai terimakasih seller sukses selaluu,1,3
Produk anak bangsa yang super keren banget desainnya!! Very nice and helpful seller! Terima kasiiih we love it so muuuuch!,Positive,Love,produk anak bangsa yang super keren banget desainnya very nice and helpful seller terima kasiiih we love it so muuuuch,1,3
"stok vitamin wajib di luar perMaduan ???? ikhtiar menjaga kesehatan. sempat ketar ketir karna packing hnya bubble wrap tnp dus/ air pouch, tp pas unboxing alhamdulillah aman semua, ED jauh. smp dlm keadaan selamat. thanks bgt seller ??????",Positive,Love,stok vitamin wajib di luar permaduan ikhtiar menjaga kesehatan sempat ketar ketir karna packing hnya bubble wrap tnp dus air pouch tp pas unboxing alhamdulillah aman semua ed jauh smp dlm keadaan selamat thanks bgt seller,1,3
bukunya bagus dan harganya bersahabat banget bisa buat nambah perbendaharaan cerita si kecil,Positive,Happy,bukunya bagus dan harganya bersahabat banget bisa buat nambah perbendaharaan cerita si kecil,1,2
pesanan sy tidak sampai ke rumah sy sesuai alamatnya.,Negative,Sadness,pesanan sy tidak sampai ke rumah sy sesuai alamatnya,0,4
Pengiriman lama dan tidak ada cara perakitan box yang susah.,Negative,Anger,pengiriman lama dan tidak ada cara perakitan box yang susah,0,0
Ini barang keterlaluan sih bilang ukuran 60x90 tp sunat bahannya keterlaluan banget. Terlihat di foto underpad saya yg lama merk lain jauh lbh besar dan lbh tebel. Bkn masalah harga cuman 50rb an tp kesel aja liat penjual kasih spek tp jauh banget dari ukuran sebenernya. Kapok deh ga bakal beli merek ini lagi. Terima kasih,Negative,Fear,ini barang keterlaluan sih bilang ukuran x tp sunat bahannya keterlaluan banget terlihat di foto underpad saya yg lama merk lain jauh lbh besar dan lbh tebel bkn masalah harga cuman rb an tp kesel aja liat penjual kasih spek tp jauh banget dari ukuran sebenernya kapok deh ga bakal beli merek ini lagi terima kasih,0,1
